,Out Datetime,In Datetime,Name,Voltage(kV),Duration(minutes),OutageType,Dispatcher Cause,Field Cause,System In Control,MW Intrpt,District,OutageID
154,02/04/1999 12:30,02/04/1999 12:30,Ringold: S Col Basin Ir Dt 13.8kV Feeder 1,13.8,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,TRI,114322
155,02/04/1999 13:42,02/04/1999 13:47,Madison: Fall River E Coop 46kV Feeder 1,46.0,5,Plan,Foreign Request,,Customer Request,None,IDF,114260
156,02/04/1999 13:52,02/04/1999 14:32,Mayview: Inland P+L 13.2kV Feeder 1,13.2,40,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,TRI,114271
157,02/04/1999 13:52,02/05/1999 13:56,Pomeroy: Inland P+L 69kV Feeder 1,69.0,1444,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SPK,114272
158,02/05/1999 07:44,02/05/1999 14:21,Madison: Fall River E Coop 46kV Feeder 1,46.0,397,Plan,Maintenance,,BPA Request,None,IDF,114273
159,02/05/1999 08:41,02/05/1999 12:27,Gold Beach: Coos-Curry Coop 115kV Feeder 2,115.0,226,Plan,Foreign Request,,Customer Request,None,EUG,114274
160,02/05/1999 18:13,02/05/1999 18:13,Gold Beach: Coos-Curry Coop 115kV Feeder 2,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,10,EUG,114424
161,02/06/1999 06:36,02/06/1999 06:37,Gold Beach: Coos-Curry Coop 115kV Feeder 2,115.0,1,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,10,EUG,114425
162,02/06/1999 08:04,02/08/1999 15:41,Eugene: Lane Elec Coop 34.5kV Feeder 1,34.5,3337,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,None,EUG,114282
163,02/06/1999 08:30,02/06/1999 14:00,Drain: Douglas Elec Coop 69kV Feeder 2 to Elkton,69.0,330,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,EUG,114283
164,02/06/1999 11:44,02/06/1999 11:44,Mission: Umatilla E Coop 69kV Feeder 1,69.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,TRI,114476
165,02/06/1999 11:44,02/06/1999 11:44,Pendleton: PacifiCorp (PACW) 69kV Feeder 1,69.0,0,Auto,Unknown,Unknown,BPA Trouble,None,TRI,114477
166,02/06/1999 11:44,02/06/1999 11:44,Pendleton: Umatilla E Coop 12.5kV Feeder 1,12.5,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,TRI,114478
167,02/06/1999 12:25,02/06/1999 13:21,Wren: Consumers Power 69kV Feeder 1,69.0,56,Auto,Tree blown,Wind,BPA Trouble,Unknown,EUG,114284
168,02/06/1999 13:30,02/06/1999 13:30,Tygh Valley WEC: Wasco Elec Coop 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,1,TDA,114420
169,02/06/1999 14:30,02/06/1999 14:30,Tygh Valley WEC: Wasco Elec Coop 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,1,TDA,114421
170,02/06/1999 14:43,02/06/1999 14:43,De Moss: Wasco Elec Coop 69kV Feeder 1 to Klondike,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,1,TDA,114363
171,02/06/1999 15:30,02/06/1999 15:30,Tygh Valley WEC: Wasco Elec Coop 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,1,TDA,114422
172,02/06/1999 15:39,02/06/1999 15:39,Ione: Columbia Basin 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,Unknown,TRI,114285
173,02/06/1999 15:39,02/06/1999 15:39,Sand Hollow: Columbia Basin 69kV Feeder 1,69.0,0,Auto,Foreign Trouble,,Customer Trouble,Unknown,TRI,114286
174,02/06/1999 21:09,02/06/1999 21:09,Madison: Fall River E Coop 46kV Feeder 1,46.0,0,Auto,Unknown,Ice,BPA Trouble,6,IDF,114287
175,02/06/1999 21:41,02/06/1999 21:43,Madison: Fall River E Coop 46kV Feeder 1,46.0,2,Auto,Unknown,Ice,BPA Trouble,6,IDF,114288
176,02/06/1999 21:43,02/06/1999 21:44,Madison: Fall River E Coop 46kV Feeder 1,46.0,1,Auto,Unknown,Ice,BPA Trouble,6,IDF,114289
177,02/06/1999 21:47,02/06/1999 23:38,Newport IPL: Pend Oreille PUD 13.8kV Feeder 1,13.8,111,Auto,Foreign Trouble,Foreign Trouble,Other Customer Trouble,4,SPK,114290
178,02/06/1999 21:47,02/06/1999 23:15,Scarcello: Kootenai E Coop 24.9kV Feeder 1 by Avista Corp,24.9,88,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,4,SPK,114291
179,02/06/1999 21:47,02/06/1999 23:15,Athol: Kootenai E Coop 24.9kV Feeder 1 by Avista Corp,24.9,88,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,4,SPK,114292
180,02/06/1999 21:47,02/06/1999 23:15,Athol: Northern Lights 13.8kV Feeder 1 by Avista Corp,13.8,88,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,4,SPK,114293
181,02/06/1999 21:47,02/07/1999 00:28,Hoodoo: Inland P+L 115kV Feeder 1 by Avista Corp,115.0,161,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,2,SPK,114294
182,02/06/1999 21:47,02/06/1999 23:38,Newport IPL: Avista Corp 115kV Feeder 1,115.0,111,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,4,SPK,114295
183,02/06/1999 21:47,02/06/1999 23:38,Newport IPL: Inland P+L 13.8kV Feeder 1,13.8,111,Auto,Foreign Trouble,Foreign Trouble,Other Customer Trouble,4,SPK,114296
184,02/06/1999 22:02,02/06/1999 22:02,Madison: Fall River E Coop 46kV Feeder 1,46.0,0,Auto,Unknown,,BPA Trouble,6,IDF,114297
185,02/07/1999 00:25,02/07/1999 00:28,Newport IPL: Avista Corp 115kV Feeder 1,115.0,3,Plan,Switching,,Customer Request,2,SPK,114298
186,02/07/1999 00:25,02/07/1999 00:28,Newport IPL: Inland P+L 13.8kV Feeder 1,13.8,3,Plan,Switching,,Customer Request,2,SPK,114299
187,02/07/1999 00:25,02/07/1999 00:28,Newport IPL: Pend Oreille PUD 13.8kV Feeder 1,13.8,3,Plan,Switching,,Customer Request,2,SPK,114300
188,02/07/1999 15:36,02/07/1999 15:36,Deer Park: Inland P+L 13.8kV Feeder 1,13.8,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SPK,114323
189,02/07/1999 15:36,02/07/1999 15:36,Half Moon: Inland P+L 115kV Feeder 1,115.0,0,Auto,Unknown,,BPA Trouble,Unknown,SPK,114324
190,02/07/1999 15:36,02/07/1999 15:36,Loon Lake: Avista Corp 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SPK,114325
191,02/07/1999 15:36,02/07/1999 15:36,Milan: Avista Corp 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SPK,114326
192,02/07/1999 15:36,02/07/1999 15:36,Milan: Inland P+L 13.8kV Feeder 1 by Avista Corp,13.8,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SPK,114327
193,02/07/1999 15:36,02/07/1999 15:36,Tum Tum: Inland P+L 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SPK,114328
194,02/07/1999 15:36,02/07/1999 15:36,Clayton: Inland P+L 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SPK,114329
195,02/07/1999 15:36,02/07/1999 15:36,Colbert: Avista Corp 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SPK,114330
196,02/07/1999 15:36,02/07/1999 15:36,Deer Park: Avista Corp 13.8kV Feeder 1,13.8,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SPK,114331
197,02/07/1999 15:36,02/07/1999 15:36,Deer Park: Avista Corp 13.8kV Feeder 2,13.8,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,SPK,114332
198,02/07/1999 15:46,02/07/1999 15:46,Garibaldi: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,0,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,114333
199,02/07/1999 15:46,02/07/1999 15:46,Necanicum: West Oregon Elec 12.5kV Feeder 1 by PacifiCorp (PACW),12.5,0,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,114334
200,02/07/1999 15:46,02/07/1999 15:46,Nehalem: Tillamook PUD 115kV Feeder 1 by PacifiCorp (PACW),115.0,0,Auto,Foreign Trouble,,Transferor Trouble,Unknown,SAL,114340
201,02/07/1999 15:46,02/07/1999 15:46,Mohler: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,0,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,114341
202,02/07/1999 20:48,02/08/1999 09:13,Drain: Douglas Elec Coop 69kV Feeder 1 to Oakland,69.0,745,Plan,Normally Out,,Customer Request,Unknown,EUG,114342
203,02/08/1999 07:20,02/09/1999 16:09,Bonners Ferry: Northern Lights 115kV Feeder 1 to Smith Falls,115.0,1969,Plan,Foreign Request,,Customer Request,None,SPK,114343
204,02/08/1999 08:20,02/08/1999 14:45,Conkelley: Col Falls Alum Co 13.8kV Feeder 2,13.8,385,Plan,Maintenance,,BPA Request,None,KAL,114344
205,02/08/1999 12:25,02/16/1999 09:54,Drain: Douglas Elec Coop 69kV Feeder 1 to Oakland,69.0,11369,Plan,Normally Out,,BPA Request,Unknown,EUG,114345
206,02/09/1999 03:49,02/09/1999 03:49,Canby: Surprise Valley 69kV Feeder 1,69.0,0,Auto,Unknown,Ice,Unknown Trouble,8,RED,114346
207,02/09/1999 03:52,02/09/1999 04:28,Canby: Surprise Valley 69kV Feeder 1,69.0,36,Auto,Unknown,Ice,Unknown Trouble,8,RED,114347
208,02/09/1999 04:30,02/09/1999 04:30,Canby: Surprise Valley 69kV Feeder 1,69.0,0,Auto,Unknown,Ice,Unknown Trouble,8,RED,114348
209,02/09/1999 04:34,02/09/1999 06:20,Canby: Surprise Valley 69kV Feeder 1,69.0,106,Auto,Unknown,Ice,BPA Trouble,8,RED,114349
210,02/09/1999 07:25,02/09/1999 14:50,Conkelley: Col Falls Alum Co 13.8kV Feeder 2,13.8,445,Plan,Maintenance,,BPA Request,None,KAL,114364
211,02/09/1999 08:18,02/09/1999 17:02,Lakeview SVEC: Surprise Valley 69kV Feeder 1 by PacifiCorp (PACW),69.0,524,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,RED,114365
212,02/09/1999 08:18,02/09/1999 17:02,Lakeview SVEC: Surprise Valley 12.5kV Feeder 1 by PacifiCorp (PACW),12.5,524,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,RED,114366
213,02/09/1999 18:16,02/09/1999 18:16,Canby: Surprise Valley 69kV Feeder 1,69.0,0,Plan,Switching,,BPA Request,4,RED,114367
214,02/09/1999 18:16, ,Canby SVEC: Surprise Valley 69kV Feeder 1 by PacifiCorp (PACW),69.0,still out,Plan,Normally Out,,BPA Request,Unknown,RED,114368
215,02/10/1999 05:13,02/10/1999 07:05,Pe Ell: Lewis Co PUD 115kV Feeder 1,115.0,112,Auto,Tree blown,,BPA Trouble,3,OLY,114369
216,02/10/1999 06:35,02/10/1999 17:36,Madison: Fall River E Coop 46kV Feeder 1,46.0,661,Plan,Maintenance,,BPA Request,None,IDF,114376
217,02/10/1999 07:19,02/10/1999 15:32,Conkelley: Col Falls Alum Co 13.8kV Feeder 2,13.8,493,Plan,Maintenance,,BPA Request,None,KAL,114377
218,02/10/1999 08:40,02/10/1999 08:41,Haskill: Flathead E Coop 24.9kV Feeder 1,24.9,1,Plan,Switching,,BPA Request,1,KAL,114378
219,02/10/1999 10:56,02/10/1999 10:56,Canby: Surprise Valley 69kV Feeder 1,69.0,0,Auto,Unknown,Ice,BPA Trouble,Unknown,RED,114379
220,02/10/1999 12:28,02/10/1999 12:28,Hampton: Central Elec Coop 24.9kV Feeder 1,24.9,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,RED,114380
221,02/10/1999 12:28,02/10/1999 12:28,Riley: Harney Elec Coop 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,RED,114381
222,02/10/1999 19:15,02/10/1999 19:15,Hampton: Central Elec Coop 24.9kV Feeder 1,24.9,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,RED,114382
223,02/10/1999 19:15,02/10/1999 19:15,Riley: Harney Elec Coop 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,RED,114383
224,02/11/1999 06:22,02/11/1999 17:23,Madison: Fall River E Coop 46kV Feeder 1,46.0,661,Plan,Maintenance,,BPA Request,None,IDF,114395
225,02/11/1999 08:32,02/11/1999 15:19,Redmond: PacifiCorp (PACW) 115kV Feeder 1,115.0,407,Plan,Maintenance,,BPA Request,None,RED,114396
226,02/11/1999 09:46,02/11/1999 13:56,Conkelley: Col Falls Alum Co 13.8kV Feeder 2,13.8,250,Plan,Maintenance,,BPA Request,None,KAL,114397
227,02/11/1999 09:48,02/11/1999 09:48,Harrisburg: Consumers Power 12.5kV Feeder 1,12.5,0,Auto,Dispatcher,Dispatcher,BPA Trouble,1,EUG,114398
228,02/11/1999 09:48,02/11/1999 10:48,Harrisburg: Consumers Power 115kV Feeder 1 to Greenberry,115.0,60,Auto,Dispatcher,Dispatcher,BPA Trouble,1,EUG,114399
229,02/12/1999 06:23,02/12/1999 16:34,Madison: Fall River E Coop 46kV Feeder 1,46.0,611,Plan,Maintenance,,BPA Request,None,IDF,114403
230,02/13/1999 06:09,02/13/1999 16:25,Madison: Fall River E Coop 46kV Feeder 1,46.0,616,Plan,Maintenance,,BPA Request,None,IDF,114410
231,02/14/1999 06:11,02/14/1999 14:17,Madison: Fall River E Coop 46kV Feeder 1,46.0,486,Plan,Maintenance,,BPA Request,None,IDF,114413
232,02/15/1999 02:09,02/15/1999 02:09,Curlew: Raft River Elec 24.9kV Feeder 1,24.9,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,1,IDF,114414
233,02/15/1999 02:09,02/15/1999 02:09,Kelton: Raft River Elec 138kV Feeder 1 by USBR GENERAL,138.0,0,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,IDF,114415
234,02/16/1999 00:00,02/16/1999 00:32,Addy: Alcoa 23kV Feeder 2,23.0,32,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,18,SPK,114419
235,02/16/1999 09:16,02/26/1999 13:23,Pomeroy: Inland P+L 69kV Feeder 1,69.0,14647,Plan,Foreign Request,,Customer Request,None,SPK,114509
236,02/16/1999 09:55,02/16/1999 14:22,Green Valley: Douglas Elec Coop 69kV Feeder 1,69.0,267,Plan,Maintenance,,BPA Request,Unknown,EUG,114426
237,02/16/1999 11:10,02/16/1999 14:50,Conkelley: Col Falls Alum Co 13.8kV Feeder 5,13.8,220,Plan,Maintenance,,BPA Request,None,KAL,114427
238,02/16/1999 14:22,06/16/1999 08:37,Drain: Douglas Elec Coop 69kV Feeder 1 to Oakland,69.0,172395,Plan,Normally Out,,BPA Request,Unknown,EUG,114428
239,02/17/1999 05:19,02/17/1999 22:00,Cascade Steel: McMinnville W&L 230kV Feeder 1,230.0,1001,Plan,Foreign Request,,Customer Request,None,SAL,114432
240,02/17/1999 07:46,02/17/1999 14:09,Conkelley: Col Falls Alum Co 13.8kV Feeder 5,13.8,383,Plan,Maintenance,,BPA Request,None,KAL,114433
241,02/17/1999 07:51,02/17/1999 08:46,West Burley: Burley ID 12.5kV Feeder 1,12.5,55,Auto,Wind,,BPA Trouble,3,IDF,114434
242,02/17/1999 07:51,02/17/1999 08:48,West Burley: United Elec Coop 12.5kV Feeder 1 by Burley ID,12.5,57,Auto,Wind,,BPA Trouble,2,IDF,114435
243,02/17/1999 07:51,02/17/1999 07:51,East Hills: South Side Elec 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,IDF,114465
244,02/17/1999 08:00,02/17/1999 16:36,Oregon City: Portland Gen Elec 57kV Feeder 2,57.0,516,Plan,Maintenance,,BPA Request,22,SAL,114436
245,02/17/1999 09:51,02/17/1999 14:00,Vansycle Ridge Wind Generating Plant: ESI Vansycle Part 69kV Feeder 1,69.0,249,Plan,Foreign Request,,Customer Request,None,TRI,114437
246,02/17/1999 14:03,02/17/1999 14:06,West Burley: Burley ID 12.5kV Feeder 1,12.5,3,Plan,Emergency,,BPA Request,3,IDF,114438
247,02/17/1999 14:03,02/17/1999 14:06,West Burley: United Elec Coop 12.5kV Feeder 1 by Burley ID,12.5,3,Plan,Emergency,,BPA Request,2,IDF,114439
248,02/18/1999 07:45,02/18/1999 14:40,Conkelley: Col Falls Alum Co 13.8kV Feeder 5,13.8,415,Plan,Maintenance,,BPA Request,Unknown,KAL,114449
249,02/18/1999 11:56,02/18/1999 11:56,La Grande: Oregon Trail 69kV Feeder 1,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,3,TRI,114450
250,02/18/1999 15:20,02/18/1999 15:39,Scooteney: S Col Basin Ir Dt 34.5kV Feeder 1,34.5,19,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,TRI,114451
251,02/18/1999 16:04,02/18/1999 16:04,Ariel: Cowlitz Co PUD 115kV Feeder 1 by PacifiCorp (PACW),115.0,0,Auto,Foreign Trouble,,Transferor Trouble,3,LGV,114452
252,02/18/1999 17:35,02/18/1999 17:35,Lebanon: Consumers Power 69kV Feeder 1,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,EUG,114578
253,02/19/1999 01:33,02/19/1999 01:41,Targhee: Fall River E Coop 46kV Feeder N,46.0,8,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,4,IDF,114453
254,02/19/1999 14:14,02/19/1999 15:25,Sappho: Clallam Co PUD 69kV Feeder 1,69.0,71,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,OLY,114557
255,02/20/1999 08:06,02/20/1999 08:49,Ocean Park: Pacific Co PUD 115kV Feeder 1,115.0,43,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,13,LGV,114510
256,02/20/1999 16:36,02/20/1999 16:36,Pe Ell: Lewis Co PUD 115kV Feeder 1,115.0,0,Auto,Weather,,BPA Trouble,2,OLY,114511
257,02/20/1999 16:37,02/20/1999 18:05,Pe Ell: Lewis Co PUD 115kV Feeder 1,115.0,88,Auto,Tree,,BPA Trouble,2,OLY,114512
258,02/20/1999 18:05,02/20/1999 18:05,Echo Lake: Personal Comm Sys 14.4kV Feeder 1 by Puget Sound Energ,14.4,0,Auto,Weather,,BPA Trouble,None,COV,114513
259,02/20/1999 19:18,02/20/1999 19:49,Ocean Park: Pacific Co PUD 115kV Feeder 1,115.0,31,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,13,LGV,114514
260,02/20/1999 19:49,02/20/1999 22:18,Fossil: Columbia P Coop 69kV Feeder 1 to Service Creek,69.0,149,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,2,TDA,114515
261,02/20/1999 20:00,02/22/1999 16:59,Longview: Cowlitz Co PUD 115kV Feeder 5,115.0,2699,Plan,Foreign Request,,Customer Request,None,LGV,114463
262,02/20/1999 20:58,02/20/1999 20:58,Ross: Clark Public Util 115kV Feeder 2,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,64,LGV,114516
263,02/22/1999 03:15,02/22/1999 12:43,Alder Metering Point: Alder Light 24.9kV Feeder 1 by Lewis Co PUD,24.9,568,Auto,Foreign Trouble,,Transferor Trouble,1,OLY,114466
264,02/22/1999 09:20,02/22/1999 14:56,Conkelley: Col Falls Alum Co 13.8kV Feeder S1,13.8,336,Plan,Maintenance,,BPA Request,None,KAL,114467
265,02/22/1999 11:55,02/22/1999 16:34,Tillamook: Tillamook PUD 115kV Feeder 1 to Trask Rv,115.0,279,Plan,Maintenance,,Customer Request,None,SAL,114468
266,02/23/1999 08:00,02/23/1999 14:45,Conkelley: Col Falls Alum Co 13.8kV Feeder S1,13.8,405,Plan,Maintenance,,BPA Request,None,KAL,114479
267,02/23/1999 15:55,02/23/1999 16:51,Ringold: S Col Basin Ir Dt 13.8kV Feeder 1,13.8,56,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,2,TRI,114480
268,02/23/1999 18:41,02/23/1999 18:41,Garibaldi: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,0,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,114481
269,02/23/1999 18:41,02/23/1999 18:41,Mohler: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,0,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,114482
270,02/23/1999 18:41,02/23/1999 18:41,Necanicum: West Oregon Elec 12.5kV Feeder 1 by PacifiCorp (PACW),12.5,0,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,114483
271,02/23/1999 18:41,02/23/1999 18:41,Nehalem: Tillamook PUD 115kV Feeder 1 by PacifiCorp (PACW),115.0,0,Auto,Foreign Trouble,,Transferor Trouble,Unknown,SAL,114484
272,02/23/1999 22:08,02/23/1999 22:11,Beaver TLP: Tillamook PUD 12.5kV Feeder 1,12.5,3,Auto,Foreign Trouble,Foreign Trouble,Other Customer Trouble,Unknown,SAL,114485
273,02/23/1999 22:08,02/23/1999 22:11,Hebo: Tillamook PUD 20.8kV Feeder 1,20.8,3,Auto,Foreign Trouble,Foreign Trouble,Other Customer Trouble,Unknown,SAL,114486
274,02/23/1999 22:08,02/23/1999 22:11,Nestucca: Tillamook PUD 115kV Feeder 1,115.0,3,Auto,Foreign Trouble,Foreign Trouble,Other Customer Trouble,Unknown,SAL,114487
275,02/23/1999 23:58,02/24/1999 00:00,Garibaldi: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,2,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,114488
276,02/23/1999 23:58,02/24/1999 00:00,Mohler: Tillamook PUD 24.9kV Feeder 1 by PacifiCorp (PACW),24.9,2,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,114489
277,02/23/1999 23:58,02/24/1999 00:00,Necanicum: West Oregon Elec 12.5kV Feeder 1 by PacifiCorp (PACW),12.5,2,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,SAL,114490
278,02/23/1999 23:58,02/24/1999 00:00,Nehalem: Tillamook PUD 115kV Feeder 1 by PacifiCorp (PACW),115.0,2,Auto,Foreign Trouble,,Transferor Trouble,Unknown,SAL,114491
279,02/24/1999 02:22,02/24/1999 02:26,Oxbow: Pacific Co PUD 115kV Feeder 1,115.0,4,Auto,Wind,Tree blown,BPA Trouble,1,LGV,114492
280,02/24/1999 07:14,02/24/1999 15:37,Conkelley: Col Falls Alum Co 13.8kV Feeder S1,13.8,503,Plan,Maintenance,,BPA Request,None,KAL,114527
281,02/24/1999 09:27,02/24/1999 13:58,Winchester: Quincy Col B Ir D 13.8kV Feeder 1 by Grant Co PUD,13.8,271,Plan,Foreign Request,,Transferor Request,None,TRI,114528
282,02/24/1999 21:35,06/21/1999 19:21,Newport IPL: Pend Oreille PUD 13.8kV Feeder 1,13.8,168286,Plan,Normally Out,,Customer Request,Unknown,SPK,114529
283,02/25/1999 07:30,02/25/1999 15:14,Conkelley: Col Falls Alum Co 13.8kV Feeder S1,13.8,464,Plan,Maintenance,,BPA Request,None,KAL,114536
284,02/26/1999 00:09,02/26/1999 00:09,Targhee: Fall River E Coop 46kV Feeder N,46.0,0,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,4,IDF,114537
285,02/26/1999 07:13,02/26/1999 13:49,Conkelley: Col Falls Alum Co 13.8kV Feeder S1,13.8,396,Plan,Maintenance,,BPA Request,None,KAL,114542
286,02/28/1999 16:33,02/28/1999 17:38,Satsop: Grays Harbor PUD 115kV Feeder 1,115.0,65,Auto,Tree blown,Tree blown,BPA Trouble,Unknown,OLY,114547
287,03/01/1999 07:37,03/01/1999 15:16,Conkelley: Col Falls Alum Co 13.8kV Feeder 1,13.8,459,Plan,Maintenance,,BPA Request,None,KAL,114558
288,03/01/1999 23:29,03/01/1999 23:29,Targhee: Fall River E Coop 46kV Feeder N,46.0,0,Auto,Unknown,Unknown,BPA Trouble,4,IDF,114559
289,03/01/1999 23:29,03/01/1999 23:29,Teton: Lower Valy Energy 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,13,IDF,114560
290,03/01/1999 23:29,03/01/1999 23:29,Teton: Lower Valy Energy 115kV Feeder 2,115.0,0,Auto,Unknown,Unknown,BPA Trouble,10,IDF,114561
291,03/01/1999 23:29,03/01/1999 23:29,Victor FREC: Fall River E Coop 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,Unknown,IDF,114562
292,03/01/1999 23:29,03/01/1999 23:29,Targhee: Fall River E Coop 115kV Feeder 1,115.0,0,Auto,Unknown,,BPA Trouble,None,IDF,114563
293,03/02/1999 07:13,03/02/1999 14:51,Conkelley: Col Falls Alum Co 13.8kV Feeder 1,13.8,458,Plan,Maintenance,,BPA Request,None,KAL,114579
294,03/02/1999 17:32,03/12/1999 09:45,Eugene: Lane Elec Coop 34.5kV Feeder 1,34.5,13933,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,None,EUG,114580
295,03/02/1999 17:53,03/02/1999 20:18,Dorena: Lane Elec Coop 34.5kV Feeder 1 by PacifiCorp (PACW),34.5,145,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,EUG,114581
296,03/02/1999 17:53,03/02/1999 20:18,Dorena: Lane Elec Coop 34.5kV Feeder 2 by PacifiCorp (PACW),34.5,145,Auto,Foreign Trouble,,Transferor Trouble,Unknown,EUG,114582
297,03/02/1999 17:53,03/02/1999 18:44,Latham: Emerald PUD 115kV Feeder 1,115.0,51,Auto,Foreign Trouble,Foreign Trouble,Other Customer Trouble,Unknown,EUG,114583
298,03/02/1999 18:31,03/02/1999 23:45,Alvey: EWEB (Eugene OR) 115kV Feeder 1,115.0,314,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,60,EUG,114584
